starling	False
taxi	True
lion	False
honeydew	False
belt	False
cantaloupe	False
spade	False
guitar	False
cannon	False
airplane_maker	False
finch	False
walnut	False
asparagus	False
woodpecker	False
urn	False
dolphin	False
car_theft	False
sailboat	True
church	False
nightingale	False
thermometer	False
turnip	False
potato	False
piano	False
wand	False
corn	False
umbrella	False
pajamas	False
cup	False
chisel	False
combat_helicopter	False
brick	False
parka	False
elk	False
certificate	False
hornet	False
ton_ship	True
helicopter_flight	True
pliers	False
tongs	False
subway_tunnel	False
baton	False
wasp	False
bison	False
car_accident	False
ball	False
goose	False
city_bus	True
train_crash	False
spoon	False
saucer	False
emu	False
hammer	False
anchor	False
house	False
dandelion	False
boat_ride	True
bike_accessory	False
rice	False
yacht	True
sardine	False
building	False
pelican	False
moth	False
gorilla	False
tie	False
tripod	False
cheetah	False
chapel	False
elevator_shaft	False
pickle	False
rocker	False
cigarette	False
accordion	False
kite	False
flute	False
robe	False
paintbrush	False
helicopter_noise	False
combat_jet	False
pyramid	False
car_seat	False
plate	False
bracelet	False
oak	False
pumpkin	False
blackbird	False
microwave	False
catfish	False
gown	False
sandals	False
cockroach	False
deer	False
walrus	False
wall	False
gun	False
pigeon	False
willow	False
boots	False
birch	False
tiger	False
van_plant	False
harp	False
jacket	False
parsley	False
cushion	False
flamingo	False
balloon	False
squid	False
clock	False
coconut	False
spear	False
racquet	False
train_car	True
clarinet	False
rooster	False
grater	False
tricycle	True
emerald	False
raven	False
catapult	False
broccoli	False
skirt	False
lamp	False
missile	False
toaster	False
budgie	False
submarine	True
car	True
bullet	False
level	False
zebra	False
dunebuggy	True
hyena	False
minnow	False
boat	True
caterpillar	False
boat_loan	False
jet_fuel	False
calf	False
tray	False
lamb	False
prune	False
fox	False
peacock	False
napkin	False
ashtray	False
truck_engine	False
tortoise	False
mackerel	False
bookcase	False
pencil	False
pepper	False
drill	False
penguin	False
worm	False
crossbow	False
table	False
car_maker	False
chair	False
raft	True
rocket	False
toy	False
broom	False
microscope	False
platypus	False
oven	False
beans	False
olive	False
ruler	False
mug	False
pineapple	False
socks	False
veil	False
surfboard	False
dog	False
hose	False
bazooka	False
car_show	False
inn	False
banana	False
pin	False
cabinet	False
seal	False
nectarine	False
mandarin	False
sack	False
bear	False
elevator	True
sofa	False
box	False
bolts	False
projector	False
football	False
rabbit	False
police_van	True
car_radio	False
medal	False
ostrich	False
car_model	False
guppy	False
pine	False
pan	False
trout	False
squirrel	False
canoe	True
sheep	False
dishwasher	False
toilet	False
peach	False
hawk	False
raspberry	False
pistol	False
cucumber	False
ship	True
sweater	False
beehive	False
raisin	False
bungalow	False
cape	False
doll	False
car_sector	False
train_trip	True
magazine	False
escalator	False
gopher	False
mouse	False
car_bombing	False
beaver	False
giraffe	False
kettle	False
closet	False
pants	False
passenger_bus	True
crab	False
tent	False
airplane_wing	False
wheelbarrow	True
vulture	False
scissors	False
rock	False
robin	False
bra	False
chain	False
envelope	False
stereo	False
cod	False
cage	False
seagull	False
apron	False
concept_car	True
coyote	False
porcupine	False
cello	False
clam	False
mirror	False
chicken	False
housefly	False
mushroom	False
dresser	False
shawl	False
blouse	False
car_trip	False
toad	False
helmet	False
limousine	False
cedar	False
buffalo	False
train_operator	False
typewriter	False
brush	False
basket	False
vest	False
hut	False
marble	False
barn	False
stove	False
cauliflower	False
bluejay	False
coin	False
jeep	False
bus	True
support_ship	True
car_export	False
shelves	False
car_key	False
bike_company	False
shirt	False
groundhog	False
sled	False
elephant	False
trailer	False
parakeet	False
fork	False
knife	False
drain	False
steam_boat	True
dove	False
cow	False
donkey	False
carpet	False
bomb	False
barrel	False
whale	False
jar	False
elevator_access	False
garlic	False
orange	False
navy_jet	True
wheel	False
van	True
radio	False
shell	False
avocado	False
luxury_car	True
swimsuit	False
coat	False
rifle	False
curtains	False
plum	False
celery	False
goat	False
crowbar	False
hare	False
cloak	False
ladle	False
desk	False
python	False
lettuce	False
rhubarb	False
goldfish	False
duck	False
passenger_jet	True
scarf	False
bucket	False
pie	False
crown	False
tractor	False
rattle	False
buggy	True
trombone	False
camel	True
chipmunk	False
cherry	False
truck	True
cougar	False
subway	True
shack	False
ambulance_driver	False
comb	False
rat	False
eagle	False
canary	False
saxophone	False
rail_car	True
cat	False
falcon	False
eggplant	False
necklace	False
sleigh	True
strawberry	False
axe	False
turkey	False
bag	False
sink	False
shrimp	False
grape	False
carrot	False
bottle	False
rake	False
thimble	False
apartment	False
fridge	False
fence	False
pheasant	False
pear	False
ambulance	True
strainer	False
crocodile	False
bridge	False
scooter	True
tack	False
butterfly	False
sword	False
lime	False
skyscraper	False
whistle	False
cigar	False
camisole	False
stick	False
key	False
swan	False
radish	False
screws	False
flea	False
bouquet	False
sandpaper	False
partridge	False
leotards	False
ox	False
caribou	False
owl	False
seaweed	False
shovel	False
pier	False
cottage	False
apple	False
eel	False
corkscrew	False
jet	True
hook	False
cupboard	False
skillet	False
shield	False
cheese	False
cork	False
crayon	False
grenade	False
bread	False
bus_trip	False
unicycle	True
panther	False
frog	False
chandelier	False
peg	False
onions	False
zucchini	False
cathedral	False
pot	False
bus_passenger	False
tangerine	False
sparrow	False
freezer	False
cart	False
leopard	False
trousers	False
freight_train	True
bureau	False
sledgehammer	False
dress	False
crow	False
hatchet	False
blender	False
grapefruit	False
bench	False
tomato	False
ant	False
motorcycle	True
tour_bus	True
buckle	False
chimp	False
snail	False
garage	False
hamster	False
salmon	False
shotgun	False
bull	False
biscuit	False
screwdriver	False
shoes	False
grasshopper	False
wagon	True
beetle	False
horse_farm	False
door	False
tuba	False
train_track	False
salamander	False
rope	False
skateboard	True
slippers	False
coal_truck	True
octopus	False
spatula	False
tap	False
bathtub	False
jeans	False
otter	False
cargo_truck	True
gloves	False
truck_driver	False
drapes	False
car_alarm	False
rattlesnake	False
bike	True
harmonica	False
yacht_owner	False
couch	False
violin	False
earmuffs	False
menu	False
cellar	False
banjo	False
