airplane	True
ambulance	True
bike	True
boat	True
buggy	True
bus	True
camel	True
canoe	True
car	True
dunebuggy	True
elevator	True
helicopter	True
horse	True
jet	True
motorcycle	True
raft	True
sailboat	True
scooter	True
ship	True
skateboard	True
sleigh	True
submarine	True
subway	True
taxi	True
train	True
tricycle	True
trolley	True
truck	True
unicycle	True
van	True
wagon	True
wheelbarrow	True
yacht	True
pony	False
inn	False
building	False
emerald	False
marble	False
colander	False
cushion	False
flamingo	False
lamb	False
canary	False
toilet	False
spoon	False
toad	False
bed	False
pineapple	False
anchor	False
bull	False
stone	False
wall	False
bagpipe	False
bridge	False
nightingale	False
nightgown	False
carrot	False
hyena	False
apartment	False
beetle	False
box	False
cloak	False
mouse	False
cathedral	False
pickle	False
guitar	False
grasshopper	False
bullet	False
honeydew	False
crow	False
stereo	False
leotards	False
bathtub	False
razor	False
sofa	False
mug	False
peas	False
sheep	False
accordion	False
cellar	False
necklace	False
rocket	False
nectarine	False
cabbage	False
cage	False
eggplant	False
wheel	False
pier	False
bottle	False
crossbow	False
cedar	False
walrus	False
carpet	False
flea	False
octopus	False
toaster	False
chisel	False
asparagus	False
fawn	False
mirror	False
axe	False
donkey	False
avocado	False
bluejay	False
grape	False
plate	False
beaver	False
tuba	False
swan	False
cake	False
worm	False
sandpaper	False
ox	False
wand	False
mushroom	False
radio	False
eagle	False
ball	False
turtle	False
hoe	False
doll	False
basket	False
alligator	False
flute	False
bouquet	False
balloon	False
salamander	False
rice	False
baton	False
cucumber	False
dress	False
cheetah	False
cheese	False
pheasant	False
finch	False
banjo	False
fork	False
spinach	False
drain	False
crayon	False
celery	False
moth	False
corkscrew	False
skirt	False
ant	False
plum	False
frog	False
clam	False
pants	False
clarinet	False
basement	False
rat	False
wrench	False
ashtray	False
apron	False
couch	False
spear	False
penguin	False
crab	False
cart	False
turkey	False
freezer	False
cranberry	False
robe	False
whale	False
rooster	False
magazine	False
shovel	False
gate	False
ladle	False
pin	False
lion	False
sink	False
saddle	False
rhubarb	False
trailer	False
projector	False
banner	False
zebra	False
cannon	False
bucket	False
tent	False
orange	False
muzzle	False
boots	False
radish	False
cupboard	False
drapes	False
lantern	False
trumpet	False
tripod	False
leopard	False
paintbrush	False
biscuit	False
gun	False
otter	False
platypus	False
football	False
pillow	False
gorilla	False
blouse	False
barn	False
desk	False
swimsuit	False
cello	False
cigar	False
pine	False
kite	False
sparrow	False
rocker	False
microwave	False
bungalow	False
prune	False
whistle	False
nylons	False
pencil	False
screwdriver	False
sandals	False
dish	False
bear	False
chair	False
skunk	False
crown	False
budgie	False
peach	False
hare	False
lobster	False
parakeet	False
lettuce	False
pajamas	False
potato	False
missile	False
rope	False
house	False
eel	False
broom	False
pen	False
brick	False
deer	False
blueberry	False
seaweed	False
bomb	False
rabbit	False
clock	False
caterpillar	False
tortoise	False
catapult	False
bureau	False
ostrich	False
elk	False
vine	False
coin	False
parsley	False
coyote	False
harpsichord	False
gopher	False
stork	False
tuna	False
guppy	False
buckle	False
dagger	False
raspberry	False
cabin	False
tie	False
coat	False
hawk	False
buzzard	False
broccoli	False
tray	False
jacket	False
toy	False
surfboard	False
hammer	False
armour	False
pepper	False
violin	False
cockroach	False
fence	False
seagull	False
iguana	False
chandelier	False
goat	False
key	False
hornet	False
shell	False
wasp	False
shed	False
envelope	False
mandarin	False
gloves	False
goldfish	False
peacock	False
hut	False
butterfly	False
parka	False
duck	False
strainer	False
snail	False
lime	False
raccoon	False
rattlesnake	False
slingshot	False
stick	False
mink	False
shirt	False
pistol	False
lamp	False
barrel	False
raisin	False
skillet	False
bowl	False
camisole	False
hamster	False
spider	False
chain	False
fox	False
helmet	False
grapefruit	False
beehive	False
screws	False
scarf	False
belt	False
coconut	False
birch	False
shelves	False
pumpkin	False
pearl	False
panther	False
grenade	False
garlic	False
fridge	False
bag	False
caribou	False
pig	False
willow	False
church	False
bedroom	False
cup	False
groundhog	False
olive	False
rock	False
pear	False
